file,source_sha256,output,output_sha256,width,height,format,source_bytes,output_bytes
po_pp_m_l.tga,0bdcc294ce0114475c8a38bfd426ee813d986fab23d42615694cb4457f1d02a8,po_pp_m_l.dds,9471fd3b5e995fa7792c3eadbedade71a46442dc0684cf72f2e1ca160b6ce6da,128,256,DXT1,98322,16512
po_pp_m_m.tga,c733a12a9e18b83d364f584b9bed58b047bf72ffed42b056b5bf14007c21cd4e,po_pp_m_m.dds,c09b0a9d442a09dac825afaa74aa9c1ef3fdcd92698ecdeb1c02b217a56f388b,64,128,DXT1,8323,4224
po_pp_m_s.tga,94fc953a6a9fbb3270ca60f13d972471e7420f6c087c9dd8bcd629ddcc78f3bd,po_pp_m_s.dds,26e0b79708b7e4c3bffeb839ed4bd022cb2f29264c9b0697e6f035f61e677f20,32,64,DXT1,6162,1152
po_pp_m_t.tga,1b4fe3dfdbfaac30eb9ccf074eb838286219bd349d4d7b71a7ab4dddb34159ad,po_pp_m_t.dds,954340dcbef12e597b31b57c9fda61db4f6fe10dcc81d7b8c01421eb5829d5a7,16,32,DXT1,1554,384
po_pp_n_l.tga,6262d704ba30a3b49aafcf90c35f0b3ebde245c28791357562fd09a9f2d20165,po_pp_n_l.dds,21cfc620b809b530ce6b726d97965ad0f0d32e5883556d832d5b43d386f61116,128,256,DXT1,98322,16512
po_pp_n_m.tga,4907ef2b415634af6b5f4d2ba0db27eca15dfad70852e329f17ff46a82f21ae8,po_pp_n_m.dds,9720a3dc463a6bd095ce0e6d24a6be2482a23b1bc11383627a479119a1dbc19a,64,128,DXT1,8316,4224
po_pp_n_s.tga,d1186f9aa36fd54a6f8da31c68fb3e53d0937edd05e3b208360c31d5547a7494,po_pp_n_s.dds,123f58fa2671e56981e23deb15169d22283d2c4ec56a1ac0de12e30af5030db8,32,64,DXT1,6162,1152
po_pp_n_t.tga,e95bd4aa4add3e21515748f57dbfe769bd540308253cadffd688e2f3537cfdeb,po_pp_n_t.dds,d627404164415e66aed95f54feb609604ec1cc49dcdf9a908d2a79248906db3f,16,32,DXT1,1554,384
po_pp_o_l.tga,4af317d80c4864c23516e5cdfdaac4143650929ecac54d6c54a2df6fbb2d5888,po_pp_o_l.dds,d2e49ac188d6fce62ed557aca31557f65b35d496e49b202eac7d8f72053758d8,128,256,DXT1,98322,16512
po_pp_o_m.tga,1436a08fbeb1e567830cde1c018f2178126e6f9e3f83680caeb92777895568f8,po_pp_o_m.dds,844e003b86f78b4edf799d5b91791b0f26e43180264b482e1a11f524a40bedd9,64,128,DXT1,8472,4224
po_pp_o_s.tga,43f0b9cacc296dc5206f0f27ff4ffb4450bda1a5fbe9ec37d5fb047c08a5b971,po_pp_o_s.dds,7e8638df1bc176947d3fe8e25cc0c78bb5c2d976385134f417e670183a0cd855,32,64,DXT1,6162,1152
po_pp_o_t.tga,3189c4fb94149c8804f5a111d10e6fed37daf667d28ae450773dfecbb12fd02f,po_pp_o_t.dds,3b653949da7ca14b6c9f1386cba039229ca78301d305d7a05046ea39afbfd100,16,32,DXT1,1554,384
po_pp_p_l.tga,7a648365baad0e4d501c2008fb1a873c845c90b589c23f8fd8cbc558235cf598,po_pp_p_l.dds,02f75bbaf061d0cb683e429a2f0a527fb51afa1b2e42349b3059b05774240342,128,256,DXT1,98322,16512
po_pp_p_m.tga,57b6bb9e577404085f80473aa5f6f042557bf17906261cb143ced65db4c114d0,po_pp_p_m.dds,1c66566e1ffb04e5902b145286b5946bbb80325cf2184353e596e12b92932fdb,64,128,DXT1,8467,4224
po_pp_p_s.tga,48bef919f7565bfee1002e9236b03b1cf613f02b5cec90bedfeef57a1e4f991b,po_pp_p_s.dds,ebb2c5150586b95e1d7fab22fe311a087a630366bb78d467ed6c3f495f52a238,32,64,DXT1,6162,1152
po_pp_p_t.tga,28dc7227add7fa8e09ecef700d5e93ecbfde518763d19796e4cbc4852df4221e,po_pp_p_t.dds,fd5befeb89ef0c90c29c9e6a36f2b57e9071b8ed1eb932a4bf96fa49fb5a6638,16,32,DXT1,1554,384
po_pp_q_l.tga,bbf63b36c376d572fe494bb552d3cedcfb97eada678baef733cd89fcc2ea7c94,po_pp_q_l.dds,e4c09ad7566ec4bb36049620e890e4f4a2f91fbddcbca2d9bb39cf9dcdc61830,128,256,DXT1,98322,16512
po_pp_q_m.tga,f7ef9ef9798d6f5e1fb29b8d9454459b5351486ecc9a1888405bd89e9bb23396,po_pp_q_m.dds,1c9bbf8ca0f312fa321e9862a5c7c0f6e42c455e5e5f7449c97cd287fd8b981b,64,128,DXT1,8463,4224
po_pp_q_s.tga,eddc5c909e77db174d18ed1ca7648a9acdebacb7e17ab2b1c810fc190547488b,po_pp_q_s.dds,20a28a99ac125ccc269ed7bc54e573c12dc3e5f4ded1d07223793486cadd3d1c,32,64,DXT1,6162,1152
po_pp_q_t.tga,ed1fb08a0c5442bcb0c9f1d303f26e6383d97379b63c47f74f420abd208f4c14,po_pp_q_t.dds,c431af62b85b3394c42213273da0909d565721e4912fe0d6b92bd6834a013d55,16,32,DXT1,1554,384
po_pp_r_l.tga,d9ee15fe3f79d81d43fa548303ccf967d932d0192a82cf1d450982e489638104,po_pp_r_l.dds,d7073fe32b5befdee5f7ecca0d6349b6b922b5bb299e3b72504eb02a6b24f522,128,256,DXT1,98322,16512
po_pp_r_m.tga,3aba541cac56cde3b1c367155a9ac33cff7e058f805d61b3e4f1d4fc226521d4,po_pp_r_m.dds,9690cb5474df711a0e1d093ac3bd1fea6e873b59a7f06f287c75f6b8643c2998,64,128,DXT1,8480,4224
po_pp_r_s.tga,81b7f7f6dbedeb0a110a7ec713cbcb699b8a6ca3aef460a025123a52f6dda660,po_pp_r_s.dds,fbab710cf9e252ef531168c9c2236d0d0f5968133b5003558adae3d24174f298,32,64,DXT1,6162,1152
po_pp_r_t.tga,86552eb0304d121292981208bdd33a9a8f0acbc9f1d73c03909561a9a7ed2015,po_pp_r_t.dds,9a48d61f5480fc909ea17ed42d0ab474f9fef38813b8e2b91081ddf6fbfeade5,16,32,DXT1,1554,384
po_pp_s_l.tga,5dc41b66a16e16b072aa76239e7cf0210a16421f24f9fc95a1c1e9616b590e8a,po_pp_s_l.dds,c443cdf16f81ae360f7d9b919753f1926ae4935bac365c83d1200923ba0bd4dc,128,256,DXT1,98322,16512
po_pp_s_m.tga,45e73d8b4ac97680c19d16b6603c7d8435bcd580784ab90d720227b5678fbe89,po_pp_s_m.dds,c997957dd45327c77bf6ad96589dd75b783e76d32f003d2dc77d0d987382642b,64,128,DXT1,8330,4224
po_pp_s_s.tga,e1b89a3fe36472c04170280352591e7be1ebf9fa3efdb155d37c530a3c40be50,po_pp_s_s.dds,b2eaff953d6a19a342acb02c4e1e54e7ab8e7bbb34ce7ea26d345980744c9b4a,32,64,DXT1,6162,1152
po_pp_s_t.tga,dc101d64e723f5efa34dc73595f7b901d5ea5956d56bd35f2206abcfe7515757,po_pp_s_t.dds,6416abbc88c9db022b7fb9a3045ffaa06bceca230e62312f8111cbea6e1ca7ae,16,32,DXT1,1554,384
po_pp_t_l.tga,1fb8d9e325b179617dca28cf73389169c974018d6fd9de6e27443c26006dc871,po_pp_t_l.dds,ae9acc834f2794472af49365fe1628b0c100404d9c71231d3b8fbe5c20e79b51,128,256,DXT1,98322,16512
po_pp_t_m.tga,7e55c68e6e2f945e928e65c39fb894fe95e45aef050f63ee67759453c1b86004,po_pp_t_m.dds,f058d593bcd03e1bcae4a42313f93463bb3307e1851eef2075ce995c4f2aeb7e,64,128,DXT1,8463,4224
po_pp_t_s.tga,a8ead823b306d06601608be4e2de9194edddb8f5de1a6edc31ee16ee74a9a8f7,po_pp_t_s.dds,1e1652bfa33831f38b85b36a926c2028a585f39b514476c9b750686b4005e1df,32,64,DXT1,6162,1152
po_pp_t_t.tga,1a8934eed3a0f8925d0c77dd2304e2c00f9bd2fc19aa38c32dfbb93f6fbbe0f1,po_pp_t_t.dds,21084155d401aa71ab968c98b974c4a7886521aa459ab00a965e209edf6a58a0,16,32,DXT1,1554,384
po_pp_u_l.tga,a510101989f873fbf7807feeedfc1bf8e7ef1b854fad7577064fbc480282111c,po_pp_u_l.dds,4ba5e3cb5bb62ca45309b8f78e29177a4bc06f30a1362d51cc1454f58a1b1145,128,256,DXT1,98322,16512
po_pp_u_m.tga,856ffbe238c2d36b088632f7ac27c27206a74b77c92a8fec1fea34135eac611a,po_pp_u_m.dds,b5f506365ba511f2c7db11e178303fdb34e783ef87aba5fbd67ad4234ed1a351,64,128,DXT1,8472,4224
po_pp_u_s.tga,6a12c7eca85c605f42cb4df9874b5f4fc29e1c1201d770011c336c97d7cf1815,po_pp_u_s.dds,1326ca6eb1ddafaeacefd319c9408864dc0726dcc5e49ca4dc26a0f331e7fcbb,32,64,DXT1,6162,1152
po_pp_u_t.tga,2f5cc2a13ec12f070b0eaaa6de6dd12537faf75d01a007d0498dd6f126229ce6,po_pp_u_t.dds,49ddb2c5d7e0c67c313cc19d0ee21510f112bffba5d52fe262c9a12df76dc323,16,32,DXT1,1554,384
po_pp_v_l.tga,90903eb51c8b7876e9bbd1afbfd397be6d2986d4dd88cbf93b46f637720a4d53,po_pp_v_l.dds,b054a7f144308e870db727ed1fa61963ab37a8763ed52b8764a0903bdc7030d5,128,256,DXT1,98322,16512
po_pp_v_m.tga,410ea387f1d79c48768ff2dfe21119f91baebe12ad48fd997a2df1597c17072b,po_pp_v_m.dds,57a67f188947c3a3e56ac9e9343b1449a651761e6727d62a90a2cbb3d68fe175,64,128,DXT1,8441,4224
po_pp_v_s.tga,7c751c9a32783427771c7c6bbf5471a51a33414138c12fd14cefe4de6f741aa7,po_pp_v_s.dds,328f7ae109882fb21ff5a3822d92b97d85d977e29c6fc7fcebeaeb80a2bc8d7e,32,64,DXT1,6162,1152
po_pp_v_t.tga,188ff0b6da156db13ef83ccd22f7d06af32221162826d61f0be5373f0d75a4ba,po_pp_v_t.dds,da5ebb87b5eae873498ef5905cff441242288de2e4967847decba68a29ffe3c5,16,32,DXT1,1554,384
po_pp_w_l.tga,64e777b9927c374d54dfd4172c57a0982be1ed1d376db04c8be00a9f8902045d,po_pp_w_l.dds,7aa1cd6330a203d187a2af36e4c73f12b79cb972d49871fd54c4eebead3f6ded,128,256,DXT1,98322,16512
po_pp_w_m.tga,efc5c208ed61b4082c4bac723a443283f31c44d7ae20be52df7fb721021c2b04,po_pp_w_m.dds,7e012bd7dae66f6a7e90f88a6c30e551327a9a52444b226eecf661c9cc78210a,64,128,DXT1,8459,4224
po_pp_w_s.tga,db9a3763b09f3a1aa5e51acc2848c6aa4214e54f7f2228293fb4fa222b5f61df,po_pp_w_s.dds,e9dd2828fb332e692c406bc7d1748e0c127c08f66dfd279757b7a08416ab25fa,32,64,DXT1,6162,1152
po_pp_w_t.tga,47a7c863a62e0609484843278fea9a03ab45b5a922db173d945b5f538943d1e9,po_pp_w_t.dds,ca410924ab62e9040446f35735efbe9782828636c102e9f2306e04f6aabb1ab5,16,32,DXT1,1554,384
po_pp_x_l.tga,fd636119b27aafa98572709462ec54d48ec387cb97207d032f09078c208b9083,po_pp_x_l.dds,a199b46fb63e7104c0141f57c3b5407bc8de0a0052ccc49c3387bad77bea6000,128,256,DXT1,98322,16512
po_pp_x_m.tga,6aa7b5d281e6e251451494738e6b3fe9bbd1e808a985f6e5aafaae8267364337,po_pp_x_m.dds,baf4fe82c226e9166e92344db745692ea1dcf0897bce4b638b2437a92deaf265,64,128,DXT1,8545,4224
po_pp_x_s.tga,6cfbf022473307461c02b6df8d5c0a295d258a81d0ef87ca8363af682d98bc29,po_pp_x_s.dds,36c169fd1fc56c21ba2504ec653c6c10890038f693ed8be800094f9e157bc94b,32,64,DXT1,6162,1152
po_pp_x_t.tga,fabf1bcc56916cb8c01f813f715398ee80e0636c2349afdc125486cb293a4046,po_pp_x_t.dds,86d5962ca672cbfd1e8020a5e95d08c8922242b71510caeb66a537e98b700575,16,32,DXT1,1554,384
po_pp_y_l.tga,a6c4075d22c88b0b97f7917f1b5624cae04803a6729ce89f19bb154af3ab7bd9,po_pp_y_l.dds,639a3ccfa9177a9aacc8dc2e938a25dc257550bbf9bef6de0edf4f64de6cbac6,128,256,DXT1,98322,16512
po_pp_y_m.tga,f87ee8ffcbe35c588c520507e5680698fa978b8e6dc67036237fe5aced39ee82,po_pp_y_m.dds,e34486c7c5d39597d2dc82076e9d4534779bcef2c519c968c2df25c401f94cdb,64,128,DXT1,8344,4224
po_pp_y_s.tga,df52b1d1ce7bd5d1597bd9326038388575863cf3e61fde668b059c72b7738873,po_pp_y_s.dds,1fd5745015f6a30b50d6823973a744ea30dd31ccf9f57f06686f32a834422523,32,64,DXT1,6162,1152
po_pp_y_t.tga,8849d2dbc905c479a43ced2333dce8cd17bc57d8e0790961462b43c9523c80fc,po_pp_y_t.dds,879c451658090daf12774e5cf8be712b75400145352adfccca5acd7ef331da30,16,32,DXT1,1554,384
po_pp_z_l.tga,455a4ae46b8553ba149295c922e7ac276949e7866c8c363a278992187406d4bb,po_pp_z_l.dds,b888ee3a09665647a0aacea4ea8caca92ec8fd2aac2e4037b7bfb7433e77cfae,128,256,DXT1,98322,16512
po_pp_z_m.tga,aea3de603b0b6d7f0f361f5cfc56c0ed3a88419cc31c2bbe03f004f95bc42f87,po_pp_z_m.dds,972735e8f7dc18b7a8c5ac994a9ff4f24cfab0c331cd9a079ca80d407f78afff,64,128,DXT1,8292,4224
po_pp_z_s.tga,3a1b9a2faf7bda9e977ad2dedd2a21029b1e3c742cc9518e73054c770f5fe432,po_pp_z_s.dds,1a2d6b59ff8173a51f4524d2e7ae7af83f6a07478f7fd995c43274d85b9b10f8,32,64,DXT1,6162,1152
po_pp_z_t.tga,0307907d488907f4f15f30e66768e1472697675914e54c9f3646406f3ea3c504,po_pp_z_t.dds,a7238db70132f37825625832822fa174a3f160f086563d9ee9033214d4c622cc,16,32,DXT1,1554,384
po_predator_l.tga,10b04e7f64a22f7a638b4e43d0b5db3527fa0b893305acf3c17e003774a75e5d,po_predator_l.dds,bd5f0962db9662b05bacd44b494b6174c5f22b2284ae0050ad2e16e8628279ef,128,256,DXT1,98322,16512
po_predator_m.tga,582b922a63ed058eeb3a248e72ed0813a6745b1ff7840382380f49e7be0c08c3,po_predator_m.dds,7cf8a6ad3ae7348dd1bc24ad9cb4fcc161292c82a8474df9fa95a3fc454e8cd3,64,128,DXT1,24620,4224
po_predator_s.tga,21d6f9dd917fd0dc34fee2de134704397847ae94e1c9e1c54bcb25a9dde69e90,po_predator_s.dds,78df3f0f16f6f568a2c28c687b6eb1b8a7edd716bfaedc31eba5382246dc14fc,32,64,DXT1,6162,1152
po_predator_t.tga,cf26f28b15e88b9ee27ac6dae47c953e8be043c9828ab13346264ceb3448b2e7,po_predator_t.dds,c50b22910ed380a4cf0a29bf051794477c8d954a3c878fd3dedf6750bcc09d61,16,32,DXT1,1554,384
po_primus_l.tga,3d1ffc97ef913ac1d023c1298e09730359ecabe4a30181902974f0feb776849e,po_primus_l.dds,62f56fc5ae92951b0e2cedb269e91259e7da6b1e05248266e266c4ac71a9866a,128,256,DXT1,98322,16512
po_primus_m.tga,62f8a5fdb527753d3017d257236e1f0a9c2efb33e01cebebc273319e0d73231f,po_primus_m.dds,5673a86a18a48971b4864c187e9c9b91924c98ff512654cee425c73ac7c73333,64,128,DXT1,24620,4224
po_primus_s.tga,340ce014b3a96af0605aa2c1dce9ef95ec723ff9b40cec02ceb8e9dd1106fbd8,po_primus_s.dds,a018234498e7e8b0dc15e670e0fc1d264c53e05194e0680e3c56a377e86e20d5,32,64,DXT1,6162,1152
po_primus_t.tga,820b5cbd661e3e2e891c7559c1ade42d05ad8d73d41e6f497fd307662fe46716,po_primus_t.dds,fd44ed59cb252e7dfdbb83bedbd0bdddf7b200f0fd5a21403d0555d245b6d525,16,32,DXT1,1554,384
po_pygmy_a_l.tga,6a220ad0948f408872b4c54573d648db8d7c4db47afd741359694d4412efc8fc,po_pygmy_a_l.dds,90702f44dca02b452710707ba3c5f1f57b0f9f24344f05e3659379ebfd94b6c9,128,256,DXT1,98322,16512
po_pygmy_a_m.tga,704fcba21f82917d0bcaaa8169547a98c9077d66c54535669c2b9ba089473b11,po_pygmy_a_m.dds,7988e025632973b3ce101de7da633255edd1cd6c63410253d315bd1fe254d584,64,128,DXT1,25161,4224
po_pygmy_a_s.tga,b351a4851278604056092567b87c0d0d348500ca4c1bfe0c4213b49af7c08b02,po_pygmy_a_s.dds,0a4c3fe9f20745a4136116e7ff0b8f8a12c6bfb60e21e264c77d86914ea02a3a,32,64,DXT1,6162,1152
po_pygmy_a_t.tga,79cf532ce1d5ccc93fd20e1a7d6335e389ab9c670ad15db094cfe7ec39bb5f04,po_pygmy_a_t.dds,c7c78c65f1d26ebaa73837eed5801602b2135431ac2d03141056512149a632bb,16,32,DXT1,1554,384
po_pygmy_b_l.tga,bdd28bc2023b72eeed8e8e8af539093773d3ad12581d489ac14c2ea89c5ecaee,po_pygmy_b_l.dds,9badc04aae3292c41bb1927e86f25a0cb77a0fad19781c53747861a715836d1e,128,256,DXT1,98322,16512
po_pygmy_b_m.tga,bbcdc83884192c635e9dc5d56ee3a4c0414a18fa1dc6547ff528ffc5f36c58b1,po_pygmy_b_m.dds,3bd73d9051a42f2063a35cee0bb96c96d2b6976ae16c50f9b37d55d580dfacce,64,128,DXT1,25161,4224
po_pygmy_b_s.tga,0f8b43cf77538cd98ad53e59c1838d4e8841a0428605b6171426f0a61ec76f5b,po_pygmy_b_s.dds,99c14019fb73744d5765487bbf96c696bd8085123af033946fa2a4461c25d7b1,32,64,DXT1,6162,1152
po_pygmy_b_t.tga,2e53f2131154c7584afbaac91a1257650031db62f465d3f12a8e8f69b4f85b00,po_pygmy_b_t.dds,cf19b1e980de0388d5c962ccf7a332585e1cf6039905afeaee887ac431e2d5f2,16,32,DXT1,1554,384
po_pygmy_c_l.tga,ec7372b8711017f44100edcdb519e84f6e711da19bbe76b3a1d4e46774411af9,po_pygmy_c_l.dds,f84d296481621b26a7c2817d5d881c4b393b7d736d3728ad63e921a12b7fcdb5,128,256,DXT1,98322,16512
po_pygmy_c_m.tga,4f4d6e993c2aa145a7bfb02c9c0fdd3e5a3a40debf91705d6ba1d3af9bc07808,po_pygmy_c_m.dds,9ecf71d90cce6f1c1b8063a28b7041b487dce847c55fba0bbe781411bb1ca28a,64,128,DXT1,25161,4224
po_pygmy_c_s.tga,ec542200ed78e38add989f7ef2cf7bfdbdbcf8d6054f6462c8134e1aa6fb11de,po_pygmy_c_s.dds,ee1890ecb59ba041163cbcafb3cd500325142bd227ad819dfe285ab87d3dfaa3,32,64,DXT1,6162,1152
po_pygmy_c_t.tga,51cc8ffaf42c68c62eac017788185829d8422e8b9d39fa4755e685e5b9e2566e,po_pygmy_c_t.dds,30bdac11b8ee79650b8b435d24988eb77d553d625fa3adde2632fbfd56758765,16,32,DXT1,1554,384
po_pygmy_d_l.tga,500d71da4a5a037701e83c187111b378abe901b83af09cb35f69b07707478bce,po_pygmy_d_l.dds,126696a654da3f87c6c35c6b9aa6f982b2478a90ac3942a1674d38a913fd5a2b,128,256,DXT1,98322,16512
po_pygmy_d_m.tga,0045484fb043922520e28c02d14942654323c8537b088a4991fc78a1ef272a74,po_pygmy_d_m.dds,b039034a485328e72d04c62a81e06ab6d1bcfc26c95a0014fe47b44ec574caf8,64,128,DXT1,25161,4224
po_pygmy_d_s.tga,95357e09301008ca08cb5ac6a0a28338a23d2fdd5a0121ac0edcf2582513b4df,po_pygmy_d_s.dds,1a20d6acb0695e17991818660802c0da5ea167a53a456d61cfd5143e93b24959,32,64,DXT1,6162,1152
po_pygmy_d_t.tga,3dca1aecf503abc1361a12fac0537b2983e213d9903491d8a8460f8348257589,po_pygmy_d_t.dds,1b88579916f1c5aef6ee8d519954d8185348b5d285170cc154948fb3e1187fac,16,32,DXT1,1554,384
po_r_fern_l.tga,e171533313d4de3928528b8874858a9c8ec2edced25eb5050402bdcedcee3a42,po_r_fern_l.dds,b49d8e3018a6a8f1dbde4290c461132760b7c3119eaffb5a41829ca0da27a66e,128,256,DXT1,98322,16512
po_r_fern_m.tga,47d33704ebeba69cee32d95dfb176079af9fcf9112a2858f4dcc2ad2b07ebb74,po_r_fern_m.dds,4b2c994195be7ec9338928ad355cb1f3f22740e9d1bf3d3ee943bbcae4a592b9,64,128,DXT1,25637,4224
po_r_fern_s.tga,11f6f9e92857f515e658d880c5df964380888e738bc6de4828ddf16f4fb5083e,po_r_fern_s.dds,f2f9f71795c68f4f5b5807bc9fc09ea62c7795c697370999cf2b92ae88a20395,32,64,DXT1,6162,1152
po_r_fern_t.tga,0b5d6f37336774a6e3475af17eae5cd9a323b0a8d434a99a1dab2db1cb5ad27d,po_r_fern_t.dds,452a5965737480f85884e3c454944708b640f9c7957fdb119ac684f36f242733,16,32,DXT1,1554,384
po_raccoon_l.tga,f8948c8565f9b4409107bb4b61f0de111d281fa00b2d92626490f38d3148aa3b,po_raccoon_l.dds,243ace9809ae6c7065040e7d93f0ebf9a00473e7bacbaa357348c3609842eed9,128,256,DXT1,98322,16512
po_raccoon_m.tga,42bb7934fa6d9e5dde21ac0a13bfc4ee798e2e1c345a2f822efc21a9fbe840f8,po_raccoon_m.dds,da22f1ae97582c1d19895fd20424d6815ad7fce53d1f056ab5cb13cafc6af65d,64,128,DXT1,24594,4224
po_raccoon_s.tga,c273c25da917744847d6724de4cb61175887f4fa903223f2da41f738e186527b,po_raccoon_s.dds,555ec2fcfdec79603e84b4ab9baa0f5f5786aaf4a9143cdc48322756c120a9f6,32,64,DXT1,6162,1152
po_raccoon_t.tga,c6951f2aee6b9daf316d9991c3c2588a94eed7d180a95a9a87854cd77858aaaa,po_raccoon_t.dds,74b02e3c449d364af4e19725ef89982a886d11fd17c4ea1f72c76d6dcc4caffb,16,32,DXT1,1554,384
po_rackld_l.tga,b0ae2693ee48ba2d653bc66d653a6a6c02bc77b5f2af7ed8cd3173ee968babe9,po_rackld_l.dds,07cd22b37d774fa94bfa0d3a409971f9e099719d6892781ffbc78c4bb03d2e3b,128,256,DXT1,98322,16512
po_rackld_m.tga,c6a4b437d9c05029c17e6555afaf411d86d20877251014f4054d23cf2eef3c3a,po_rackld_m.dds,3d9b8bc8eb2a318643ba7feb71c2d81bdc9442522c946c98a22cc27420a46ad9,64,128,DXT1,3282,4224
po_rackld_s.tga,8173e05f83e9250cbb9b6c7b20736c6ae8e59cdfaf4c634bb753f08cfa1f7bb9,po_rackld_s.dds,c3c7b9eeb9c5e415c7f6768f19dd09b884448ce5fb2d0c593602e31b45cbc877,32,64,DXT1,6162,1152
po_rackld_t.tga,ac512fc824831b2c39220e00927276ae574a555f862c2eb22b906843d77eb0d5,po_rackld_t.dds,4302f49b761f77815ec1c527b32bf0c7f4f0f6502a0709943c637838963da287,16,32,DXT1,1554,384
po_rainbow_l.tga,c1a00fc1445fffffb3c0931ad9cb487eee226a02676e949826bada1292e67ea5,po_rainbow_l.dds,2477825ba99495d1e124b253d9dc18daaf60105b48c54458cd3f867b428190f7,128,256,DXT1,98322,16512
po_rainbow_m.tga,adcbc8c9929dee85fb4cb25d15b439eb804f6b1554b41eb794b04537e159ac4e,po_rainbow_m.dds,a15e91422020cec4e277c377afbf2a81cb4edf474e4bfd376453542b3ed26b22,64,128,DXT1,2462,4224
po_rainbow_s.tga,7797fafb39d9544d5419ba4cccb4556eb530141752a96369d6abe043ab0931af,po_rainbow_s.dds,2237b3a77c493645fc2535fa164f6536cd957a0d8e7c5de5e5e2e2330c4a37bf,32,64,DXT1,6162,1152
po_rainbow_t.tga,872e85ae670482f0d1354acb420e9a5835d9c360c053b21da6091426961fb246,po_rainbow_t.dds,6742a94990a4731b2b929ecc101900c1fb61fcb280f98fd133c3f11cea445c12,16,32,DXT1,1554,384
po_raven_l.tga,ad7cc46b47cf0a446f00540aedb38d786dedab4abf605951e6260dc9c1d3f4b9,po_raven_l.dds,b3f8ac83dfe67e52fd6f625b83fe43624ba7cc7dac6de105eb327154bfa6aeb6,128,256,DXT1,98322,16512
po_raven_m.tga,4226d7b6b0775250e3a87bb8752373eaa688dcab553a82086138cbca3f16a7d9,po_raven_m.dds,a359853fad29590e75e7ac030f7033918e6db6473050ad519caefa98ef6605fa,64,128,DXT1,25115,4224
po_raven_s.tga,6a04266a645ba52dce543f0eea9069f681d1231f32e3454feefdd527fa8b3519,po_raven_s.dds,59038df3290c6f2c5965bd0e9842a224aa85bad1f42cc55019a6827a9583d111,32,64,DXT1,6162,1152
po_raven_t.tga,364ea0f6f61179d7174b11a617b0b6d1ae3071ada5cec2c9ccc64cd6a48e8807,po_raven_t.dds,6ffd079b34527a5ce6d0bf331dae637115887720d5403864ae8f4f61432a9a2d,16,32,DXT1,1554,384
po_rbamf_l.tga,7396918219644088e4380af0aad29bf00357bc4a93ee2e9d7becca5256416180,po_rbamf_l.dds,e3135f73c7c74fa3f3e629b332ad8f33b00dadb721128fc14ba6614eae7b6c68,128,256,DXT1,98322,16512
po_rbamf_m.tga,c7994f9e69f4ce49b17b87ed5f2a9b04940a4ab37c9e70ee8bffaeea27b040bb,po_rbamf_m.dds,ca3064c4aa431a162166eac470f864fab95b54531c4eb92e68354e59ed95c5a2,64,128,DXT1,24594,4224
po_rbamf_s.tga,34252b48858413d5b32895ec0c878074e8e99fa5b23fa5f78d3e53f518c022f2,po_rbamf_s.dds,1c236f4eb93c4cf8bc9f12a8e50eb45fd9bb0d25e29cca4de06f4cee1bf69b00,32,64,DXT1,6162,1152
po_rbamf_t.tga,64a23b5f36e17f4e21dfab282877319f45f318a4e53b3a2d6e3bcd8f54b66339,po_rbamf_t.dds,2ea06d312f978bc5c50ed251b5a12e6fb06ab8a0a1569c068d6bf403a0999e94,16,32,DXT1,1554,384
po_reaver_l.tga,5d7134bcda70c8b5365a8540e7a35bf4fa54be1ef95602ab51b0708878dfd641,po_reaver_l.dds,36085813654c8e661e518064e7d9db26b77a991187439774747ef2cbdbdb3998,128,256,DXT1,98322,16512
po_reaver_m.tga,01d7e438c0f266731de3d4f960c2cbbced53ab189233ba7d923de122284b85d9,po_reaver_m.dds,3db26e6c1f56de802699bc5a96925fae6fe742d6ef2761bc15f3e3df47fb306d,64,128,DXT1,24620,4224
po_reaver_s.tga,e2d73159ddcd40ff5f2f265ce31848e3bfa012358bbd6e6575d79c382a5662f1,po_reaver_s.dds,33d9fddd6f75e6d9e2f1179f3ca83a07a2a812054ea1b3430a198de296732cbb,32,64,DXT1,6162,1152
po_reaver_t.tga,7cce9ec837a97aecd22d610b23d1580c2a4ee640014eada58d0072a301d5fc82,po_reaver_t.dds,1d828808c6791da7ffa01452f58350a47194734d195cd1c0674dd763c92d677f,16,32,DXT1,1554,384
po_redback_l.tga,341c61f7a239da6cea7e14fd0d2a84ac4a3eca6f776fb074706fce072008c640,po_redback_l.dds,e54d0736f32bdc462446101ccd47bc9cb6138e6b513f29dfc1bfa606e122f5c3,128,256,DXT1,98322,16512
po_redback_m.tga,8dacdb402f46b4dd8c0d9e3a8510fff4e2bbdcad4902b0eb053ed8c590b4606e,po_redback_m.dds,170f81c3ec7b296b54306f6a28710de342065be1b442e58e3941e3286a8fdf3a,64,128,DXT1,24620,4224
po_redback_s.tga,4559ba5d5ff1f55e7e970373cd9c4e6f5550a310fba5d0869f75a2385a6a3868,po_redback_s.dds,0ac79cdd5aa1b2162d108ffd7b4449f4794b608f10c4964d47b2698f2a114e8a,32,64,DXT1,6162,1152
po_redback_t.tga,f717d40cb7476dab187b7085060d938dd4e8777a6584d8d6a19efabf6218f500,po_redback_t.dds,86da89df361fbfd99223d7b541280f693aff053ff521bd873ffae2685a6071d2,16,32,DXT1,1554,384
